text,label,label_text,language
"I am using WFW 2.0c with a Canon BJ10e. The printer driver is that 
which comes with Windows 3.1. Unfortatunately, I am having a problem with 
printing page numbers on the bottom of the page. I can print page number 
on the top of the page, but not on the bottom. Has anybody had a similar 
problem and/or does anybody have a solution for such a problem.

Thanks
pwoodcoc@business.uwo.ca",2,comp.os.ms-windows.misc,en
"Is anyone out there running a MS-DOS system with a LocalTalk board? I am on an
Appletalk network, hooked up with a DayStar Digital LT200 MC LocalTalk
Interface Board, running on a PS/2 Model 70. I'm using the AppleShare PC
software for file server and network access. It works fine under DOS or the
Window or OS/2 DOS box. But when I try to load it *before* Windows, so that
every application I run could get access to it, the machine crashes hard as
soon as I start up an application. And of course, things look pretty hopeless
for OS/2 (but who knows). 

So, does anyone have experience with this bizarre and obsolete setup?",2,comp.os.ms-windows.misc,en
"
DOS 5.0/6.0 cannot read the NTFS file system, although the NTFS file system
can read the FAT file system of DOS.  I have WindowsNT on a seperate
partition on my machine at home, and I can read my DOS disks from Windows NT,
but not vice-versa.

As far as the robustness of the file system, it seems to be very fast, and
I have yet to have a single problem with it.  That doesn't prove it's better
than the FAT system though.  Read the book 'Inside Windows NT,' it will give
you all the info you're looking for.

		Scott


-- ",2,comp.os.ms-windows.misc,en
"How about 250MB/s for 64-bit VLB or 350MB/s for QuickRing {Apple's
implimentation of VLB (Byte 10/92:132)} QuickRing is interesting in that
it allows interleaving with other card so that the 350MB/s can be divided 
among many cards at the same time {NuBus 90 and MCA are about the only card 
interfaces able to DO anything with that kind of speed and even NuBus 90
ditzes around at ~30MB/s with a burst mode: 80MB/s.
""MCA {Also called Micro Channel}
 IBM's 16 and 32-bit bus; ""allows use of more than one CPU in a computer"" 
 (DCT) and anything can talk to anything, >>as fast as the two components 
 involved can handle it.<< Never took off because it was incompatible with ISA 
 and EISA.  Planned to be bus interface of IBM PowerPC 601 (Carl Jabido).",3,comp.sys.ibm.pc.hardware,en
"Hi Netters!

I'm looking at purchasing some sort of backup solution.  After you read about
my situation, I'd like your opinion.  Here's the scenario:

1.  There are two computers in the house.  One is a small 286 (40MB IDE drive).
    The other is a 386DX (213 SCSI drive w/ Adaptec 1522 controller).  Both 
    systems have PC TOOLS and will use Central Point Backup as the backup / 
    restore program.  Both systems have 3.5"" and 5.25"" floppies.

2.  The computers are not networked (nor will they be anytime soon).

From what I have seen so far, there appear to be at least 4 possible
solutions (I'm sure there are others I haven't thought about).  For these 
options, I would appreciate hearing from anyone who has tried them or sees 
any flaws (drive type X won't coexist with device Y, etc.) in my thinking 
(I don't know very much about these beasts):

1.  Put 2.88MB floppy drives (or a combination drive) on each system.
    Can someone supply cost and brand information?  What's a good brand?
    What do the floppies themselves cost?


2.  Put an internal tape backup unit on the 386 using my SCSI adapter, and
    continue to back up the 286 with floppies.  Again, can someone recommend a
    few manufacturers?  The only brand I remember is Colorado Memories.  Any
    happy or unhappy users (I know about the compression controversy)?
 

3.  Connect an external tape backup unit on the 386 using my SCSI adapter, and
    (maybe?) connect it to the 286 somehow (any suggestions?)


4.  Install a Floptical drive in each machine.  Again, any gotcha's or 
    recommendations for manufacturers?  

I appreciate your help.  You may either post or send me e-mail.  I will
summarize all responses for the net.

Thanks,",3,comp.sys.ibm.pc.hardware,en
"

Hmmmmmm...I got my comp with windows pre-installed, and stacks is still
9,256.  if it was needed only for setup, wouldn't the morons take it
off???  (also, I don't have the qemm manual, as verything came with the
comp,  but not the qemm manual, so could anyone verify this???)

Mickey",3,comp.sys.ibm.pc.hardware,en
"Hi netters!
	I'm looking for books that showing how to fix your own hardware problem.
	Please let me know if you have any books in mind.  Thanks.
",3,comp.sys.ibm.pc.hardware,en
"I am trying to help a friend of mine get the second serial port on his DTK
I/O Plus II card working and it does not want to cooperate. The documentation
is no help at all. As an example, it says 'The serial port can be changed to
COM2 from COM1 by moving jumpers.' but does not say what jumpers to move!! :-(

There are 2 banks of jumpers. The first one is labeled as follows:
C1
C2
S2
P2
P1
G

The second bank is labeled ""IRQ"" and has the following labels:
5C
5S
4
3
3S
2C
2S

I have determined that the C1 & C2 jumpers tell it to address the first
serial port as COM1 or COM2. The P1,P2 jumpers tell it to use the printer
port as LPT1 or LPT2. I am guessing that the ""G"" enables the game port and
the ""S2"" SHOULD enable the second serial port, but I can't get it to work. I
have tried numerous setting on the IRQ bank without success. I assume that
this bank must tell the card which IRQ's to use for both ports, but I don;t
know how.  Any suggestions would be greatly appreciated!!

EBD
-- 
Elliot Dierksen   ""Is that a real poncho... I mean is that a Mexican poncho or
                   is that a Sears  poncho?  Hmmm... no foolin'..."" -- F. Zappa",3,comp.sys.ibm.pc.hardware,en
"

Frankly, I think this model is a screwup.  It does not have PostScriptlevel
2, only has 13 fonts, and does not even have  fine print or photograde, or
grayshare.  Even the 300 model has this!  I am shocked by the kind of
features you get for this printer.  I myself was hoping for some decent
printer to replace the Personal Laser Writers.  
-- 
A motion picture major at the Brooks Institute of Photography, CA
Santa Barbara and a foreign student from Kuala Lumpur, Malaysia.",4,comp.sys.mac.hardware,en
"
I'm having exactly the same problem.  Again, it's fine when I switch to 16
colors or a smaller monitor.  My configuration is:

Model: Centris 610 with 4 MB/80 HD, 512 VRAM, no cards
Monitor: MAG MX15F with 16"" monitor adaptor (for resolution of 832*624)

I just discovered the problem a little while ago after plugging in my
new MAG monitor.  It seems to appear either when scrolling through a
window or when using Alpha or Word and I enter <return>.

My guess is bad VRAMs as well.  I really hope it isn't a design flaw.  Is
anyone at Apple listening?",4,comp.sys.mac.hardware,en
"
That's fine, but would you name the ""industy experts"" so I can try to track
this down?


Yup.  That's why I'm kinda curious... most SCSI problems I've encountered
are due to cabling.

noah",4,comp.sys.mac.hardware,en
"Could someone please do one of the following:
1. Point to an init that allows me to turn off power management on my
   Duo 210.
1. Write an init that would allow me to turn off ALL power management on
   Duo 210.
2. Point me to documentation on power management so that I can write such
   an init.
3. Explain to me why such an init is totally or partially impossible.

Ideally, of course, I would like to be able to turn in on and off on the
fly.

Surely such an init would be very helpful to Powerbook owners who want to
do MIDI... I cannot imagine why it is not possible to do, unless it requires
Apple to divluge some secret. And if that is the case, the surely APPLE
could write the init. (Unless Apple brings out new models so fast these
days that even THEY don't know how they work).",4,comp.sys.mac.hardware,en
"I have a Laserwriter IIg that has disappeared completely from the
Network, i.e. it's name doesn't show up in any zone.  (You can print
to it from it's serial interface, tho!)  I have seen some discussion
here about changing the zone a IIg is in... including some PS code
that lets you change the zone.  Is there maybe some PS code you can
use to have it go back to all its factory default settings?  I have
a feeling that's what needed to heal ours.",4,comp.sys.mac.hardware,en
"Xcursor version 4.1 is now on export as xcursor4.1.tar.Z. I've added 
a new option to determine if a requested cursor size is OK. Of course,
your server may lie!
",5,comp.windows.x,en
"
It works on xterms. At least I have no problem with it. - Back to the original
question:

I usually start new xterms by selecting the proper menu entry in my desktop
menu. Here is a sample command:

	xterm -sl 999 -n ls12i -title ls12i -e rlogin ls12i &

The -n and -title options give the text for window and icon. As I use the
tcsh (a wonderful extension of the csh), I can do the following:

I have an

	alias precmd echo -n '^[]2\;${HOST}:$cwd^G'

in my ~/.tcshrc. This is a special alias for tvtwm. It is executed each time
before printing the prompt. So, I have the current host name and the current
directory path in the title bar of my xterms.

------------------------------------------------------------------------------
      ____                                                                    
  UniDo  /  Ingolf Markhof  University of Dortmund, LS Informatik XII         
 ___/   /                   P.O. Box 500 500, D-4600 Dortmund 50, F.R. Germany
 \  \  /                    Phone: +49 (231) 755 6142, Fax: +49 (231) 755 6555  
  \__\/                     Email: markhof@ls12.informatik.uni-dortmund.de    
                                                                              ",5,comp.windows.x,en
"On export.lcs.mit.edu directory contrib, and avahi.inria.fr directory pub/xpm:
xpm-3.2f-to-3.2g.patch.Z
xpm-3.2g.tar.Z

/* Copyright 1990-93 GROUPE BULL -- See license conditions in file COPYRIGHT */
/**************************************************************************\
* 									   *
*  			HISTORY of user-visible changes			   *
* 									   *
\**************************************************************************/

3.2g	(93/04/26)

    ENHANCEMENTS:
	- much faster close colors
	- piping from/to compressed files now handles GNU's gzip (.z)  format
	- added XpmColorKey attribute - ability to specify which visual's
	  colors to use (ie: now it's possible to read in a pixmap in a
	  color visual, but use the colors specified for monochrome).
	- added -mono, -grey4, -grey and -color options to sxpm to demonstrate
	  the XpmColorKey attribute.
		- Jason Patterson <jasonp@fitmail.qut.edu.au>

    BUGS CORRECTED:
	- fixed bug where redefining ""None"" as a pixel stopped mask generation
	- minor SVR4 defines for <string.h>
	- fixed annoying closecolor bug related to read/write color cells
	- fixed minor bug in color value -> pixel overloading
	- manual updated to include new red/green/blue closeness attributes
		- Jason Patterson <jasonp@fitmail.qut.edu.au>

	- the top Imakefile was missing the depend target
	- sxpm/Imakefile fixed so that -L../lib is set before the standard
	  library location.
		- Vivek Khera <khera@cs.duke.edu>

	- lib/xpmP.h now defines bcopy as memcpy for VMS (required by recent
	  versions of VMS)
		- J. Daniel Smith <dsmith@ann-arbor.applicon.slb.com>

	- the lib/Imakefile didn't work with X11R4.
",5,comp.windows.x,en
"X Window installation on a Sun4/470 with CG6 alone and with CG2 as
screen:0.0 and CG6 as screen:0.1.

Questions:
1)  Are there any hardware configuration changes on the CG2 and/or
CG6 devices that need to be made other than pulling out and inserting the
CG2 frame buffer in the vme bus?

2)  The CG6 is called a 'graphics accelerator' as apposed to a 'frame buffer'.
What is the significance of this to the X server and how do we install
the SunOS driver / X to be compatable.

-----------------------
I would appreciate any information on this. 
I am posting this on the behalf of Dr. John Charlton (who does not have net
access). Please reply to him directly at charlton@bme.unc.edu or just send
it at this address and I will forward it. 

Thank you for your help!",5,comp.windows.x,en
"This may be an FAQ, but I dont know where to get the FAQ list!
My OpenLook application has a few buttons. The first button turns
red(gets highlighted?) as soon as the sprite(mouse) is moved into the
application window. How do I suppress this?",5,comp.windows.x,en
"
)>>   ""The Catalog of Personal Computing Tools for Engineers and Scien-
)>>   tists"" lists hardware cards and application software packages for 
)>>   PC/XT/AT/PS/2 class machines.  Focus is on engineering and scien-
)>>   tific applications of PCs, such as data acquisition/control, 
)>>   design automation, and data analysis and presentation.  

)>>   If you would like a free copy, reply with your (U. S. Postal) 
)>>   mailing address.

I have a copy of this catalog in front of me as I write this.
It does have tons of qool stuff in it. 
My impression is that they try not to send it out to ""browsers"". It
appears that if your not a buyer or an engineer they do not want to
waste a catalog on you. When you get a catalog there's a ""VIP Code"" you
have to give them ""to ensure your continued subscription."".
Anyway, if you want to get in touch with them, the company is

Personal Computing Tools
550 Division Street
Campbell, CA 95008
(408) 378-8400 
(They also have fax #'s and toll free #'s for ordering and tech support)",6,misc.forsale,en
"SOMEONE PLEASE BUY THESE BOOKS!!!!!  I AM NOT ASKING MUCH!!!!!!

JUST MAKE ME AN OFFER AND I WILL PROBABLY TAKE IT!!!!!

* Calculus w/ Analytic Geometry by Authur B. Simon (copyright date 1982), below avg condition but still readable! 

* Writing good software in Fortran, Graham Smith. 

* The Holt Handbook by Kirszner & Mandell (copyright 1986) 720+ page writing guide. 

* Algebra & Trigonometry, A problem Solving Approach, 3rd edition by W. Flemming and D. Varberg.  Very good condition.

* General Chemistry Principles & Modern Applications, R. Petrucci, fourth
  edition.  Big Book! Very good condition!

* Solutions manual for Chemistry book.  Paperback.

* Study guide for Chemistry book.  Paperback.


Send me your offers via email at 02106@chopin.udel.edu

",6,misc.forsale,en
"Hey,
 
        I have a Color Watchman by SONY for sale. It is 6""x3""x1"" in total
and the screen is 2.75"" diagonal, over 2"" wide, over 1.5"" tall. I got it 2
years ago for $320, so I'm asking $160 obo.
 
        * VHF and UHF switch for channels 2 through 69.
        * slot for Audio/Video in from VCR (appropriate cord provided)
        * slot for phones
        * slot for A/C adaptor (A/C adaptor also provided)
        * slot for external Antenna (internal antenna provided)
        * On/Off switch
        * Manual Tuning, Volume, Brightness and Hue
        * Battery run as well (4 AA batteries provided)
 
It's been used very little. Looks like new. Email if interested.",6,misc.forsale,en
"BOY OH BOY, HAVE I GOT A DEAL FOR YOU !!!!!!!!!

How does this sound.......

	I have decided to sell all of this as a package deal,
(unless someone really wants something seperate, then I'm open
to that as well).....

	Kramer Striker 100st electric guitar
		Dark metallic blue...
		Floyd Rose Tremlo...
		Tuning lockers at the nut...
		Great action, all-around great guitar!!

			-plus-

	Korg pme40x professional modular effects pedal board
		Has flanger, chorus, and graphic equilizer...
		Has a unique bonus...you can buy seperate pedal ""boxes""
			that sort of slide into any of the 4 existing slots..
		Mono input, STEREO output...
		Perfect for the electric or acoustic guitars!!!

			-plus-
	
	DOD American Metal distortion pedal
		Durable, great sounding pedal...
		Goes great with the Korg pedal board!!

There you have it!  Everything you need for a great sound!!!
Yours as a package deal for only........$300 o.b.o.!!!!!!!!!!!!!!!!!!

Respond by email to  dietrijj@mentor.cc.purdue.edu  or by phone at
(317) 495-4426 and ask for Jason.  Thanks in advance!!!",6,misc.forsale,en
"Title just 'bout says it all:
 
Grasshopper Remote Controlled Car for Sale/Trade
 
Features:
 -$75 racing engine installed (original included as well)
 -2 sets of tires
 -Futaba 2 channel radio with servos/receiver
 -body completly refinished - great shape
 -Battery and charger
 -every thing you need to have it running right out of the box,
  VERY fast
 -everything 100%
 
I haven't run this thing in a long time.  I had it out the other
day just to check on it and everything is A-OK.
 
I'd listen to ANY cash offers, but am more interested in trading
for some extra storage for my computer.  If you have any of the
following and are interested in a trade, drop me a line:
 
IDE hard drive 50+ megs (MUST be 3.5"" wide, 1"" tall)
SCSI hard drive 50+ megs (MUST be 3.5"" wide, 1"" tall)
SCSI tape backup (any make/size)
SCSI CD-ROM
9600 baud modem (external)",6,misc.forsale,en
"I need to bring on my VW Corrado for body work (I got hit). I was
wondering if anyone has heard of any of these South Bay body shops:

Akins Collision Center of Santa Clara - on Reed St
Auto West Collision - in San Jose
Los Gatos Acura
Royal Auto Body - in Sunnyvale

Thanks!",7,rec.autos,en
"Hi from Australia,

I am a car enthusiast in Australia.
 
I am particularly interested in American Muscle cars of the 
1960s and 1970s. ALL MAKES: AMC, Ford, Chrysler/Mopar, GM.

I will be in the USA for 6 weeks from May 2nd to -June 14 1993.

Chicago: Sun May 2 -Thursday May 6
Denver:  Friday May 7 - Sunday May 9
Austin, Texas: Monday May 10- Friday May 21
Oklahoma City: Friday May 21 - Monday May 24
Anaheim, California: Tuesday May 25-Thursday May 27
Las Vegas, Nevada:  Friday May 28- Sunday May 30
Grand Canion, Monday May 31 - Tuesday June 1
Las Angeles, San Diego and vicinity: Wednesday June 3-Sunday June 6 June
South Lake Tahoe, Cal: Sunday June 6 - Wednesday June 9
Reno: Thursday June 10
San Fransisco: Thursday June 10 - Sunday June 13


I was wondering if anyone could send me any information of 
car shows, swap meets, drag meets, model car shows etc. during this period.
Can anybody tell me when the Pomona Swap meet is on this year?

Also, any places to visit (eg. car museums, private collections, 
your collection? etc. Any bit of information is appreciated!

I am also interested in finding some model cars (scale Models). 
I am intersted in 1968-1974 AMC cars. Of particular interest is:
1968-1970 AMX
1968-1974 Javelin
1969 SCRAMBLER
1970 Rebel Machine
and others

If you have any kits, plastics, diecast etc and are interested in selling them,
tell me, I will be interested.

I can also send/bring you models of Australian High performance cars if 
you are interested.


Please reply by email to: johnt@spri.levels.unisa.edu.au


Thanks,",7,rec.autos,en
"
Had an '83 Alliance for a long time.  It was a comfortable but sluggish
car.  I got very used to the horn on the stalk, after a couple months worth
of getting used to it.  After I bought my next car, a Chevy, it took me
for-EVER to get used to the horn on the steering wheel again!

jim grey
jwg@acd4.acd.com",7,rec.autos,en
"
Ok, I'll bite.  How is this supposed to work?",7,rec.autos,en
"
Personally, i wouldn't use the $1.29 product from KMart. I knew about
this previously, but this past weekend on PBS's MotorWeek Pat Goss 
(their resident tech type) discussed these products, and recommends
not using them (i.e, the non-isopropyl alcohlo based injector cleaners).

Supposedly only the isopropyl based cleaners actually remove moisture
from your fuel tank as they clean your injectors.  And although the 
others (ethyl based) do clean injectors they also cause rubber 
components in the fuel system to deteriorate, and they don't mix well
with water to help remove it from the fuel system.

I use a product recommended by VW called 44K (by BG Products, Inc.).
It cost more about $14.00, but it is supposed to do the job without
the potential harmful side effects, and its results are supposed to 
last from 2k to 4k miles. I have also used Chevron's Techtrolene (sp?).

I can't say that i have noticed any difference using either, since i 
only use these product as a preventative maintenance item.


                                                  .  
                                                 /                
Larry                            __/    _______/_                 
keys@csmes.ncsl.nist.gov       /                  \               
                          _____     __     _____    \------- ===
            ----------- / ____/   /  /   /__  __/              \
         /     ___    /  / ___   /  /      / /    ____          |
        |    /      \/ /__ /  | /  /__  __/ /__ /       \      / 
        /___         \_______/ /_____/ /______/            ====OO
            \       /                           \       /         
                -            1990 2.0 16v           -


       ---------------- FAHRVERGNUGEN FOREVER! --------------------            
            The fact that I need to explain it to you indicates
            that you probably wouldn't understand anyway!",7,rec.autos,en
"Does anyone have a rear wheel for a PD they'd like to part with?

Does anyone know where I might find one salvage?

As long as I'm getting the GIVI luggage for Brunnhilde and have
the room, I thought I'd carry a spare.

Ride Free,

Bill
___________________________________________________________________             
johnsw@wsuvm1.csc.wsu.edu  prez=BIMC  KotV KotRR                                
DoD #00314  AMA #580924   SPI = 7.18   WMTC #0002  KotD #0001             
Yamabeemer fj100gs1200pdr650 Special and a Volvo.  What more could anyone ask? ",8,rec.motorcycles,en
"Interesting.  I'd fight the ticket.  First off, there's a 50/50 chance
the cop won't show up.  Secondly, if he does show up, you should point
out that he lied (purgered) on the ticket.  Why 70+?  I beleive that if
yo're charged with going more than 15mph that the posted speed it's a
more severe ticket.  You couldn't have p[ossibly been going 70+, right?!
",8,rec.motorcycles,en
"

Yep...I think it's the only CB750 with a 630 chain.
After 14 years, it's finally stretching into the ""replace"" zone.


<Sigh> I know .... I know.",8,rec.motorcycles,en
"
  Well, you can accomplish both goals, actually, if you have a definite
physical type in mind when you go to these (cough) church meetings..  If
your tastes tend to smaller, more petite (cough) churchgoers, it is more
likely that they will have a smaller head, and you can safely get a medium
or small helmet.

  This works for me, and I traded my spare large helmet with my best friend,
who, at 6'9"", tends to look more for women that are over 6'0"", and can't
usually fit into the medium size helmet he previously had...

  Of course, if you aren't picky what size (*cough*) churchgoers you give
helpful motorcycle rides to, then Ed's advice will hopefully cover any
eventuality as far as legality is concerned, and a spare handtowel in the
tankbag makes acceptable padding so the passenger can see out of the viewport
(rather than the padding above the viewport) in the cases of extreme mismatch.

Randy Davis                            Email: randy@megatek.com
ZX-11 #00072 Pilot                            {uunet!ucsd}!megatek!randy
DoD #0013",8,rec.motorcycles,en
"For Sale 1988 Honda CBR600 (Hurricane).  I bought the bike at the end of
last summer and although I love it, the bills are forcing me to part with
it.  The bike has a little more than 6000 miles on it and runs very strong.
It is in nead of a tune-up and possibly break pads but the rubber is good.
I am also tossing in a TankBag and a KIWI Helmet.  Asking $3000.00 or best
offer.  Add hits newspaper 04-20-93 and Micronews 04-23-93.  Interested 
parties can call 206-635-2006 during the day and 889-1510 in the evenings
no later than 11:00PM.  
",8,rec.motorcycles,en
"I am looking for a source of American League baseball stats for
individual players in the same format as printed in newspapers, ie. I do
not want to provide a list of players and get back nice printed reports
for $35 a week.

Does anyone know of such statistics availability and an idea of the
cost?",9,rec.sport.baseball,en
"
After reading my local paper today, I found out that the Phillies
started the 1964 season at 10-2.  I am not as old as 1964, but I've
heard many talk about the serious choke job the Phillies did that
season. They were ahead of the Cardinals by 15 games that season in
mid-August.  They managed to lose a bunch from then on and the
Cardinals took the division.  15!!! games ahead and lost it.... I
hope this season is MUCH different.

",9,rec.sport.baseball,en
"Sherri Nichols writes

Or a young Don Bordello...


There's a strong possibility that the Bucs have absolutely no other catching  
prospects in the minors at this point -- at least nobody ready for any serious  
AAA/majors duty.  The main reason they might have stayed with Prince could be  
just age, especially if Spanky was creeping toward his mid-30s or something.
 
All things considered, though, I'd be a lot more comfortable with Spanky behind  
the plate than Prince.  Isn't there decent backup backstop out there looking  
for work?

",9,rec.sport.baseball,en
"




Maybe I can help you. He's a major league coach with the Rockies.
So above prediction is doubly wrong.

My prediction: The Red Sox-Cubs Series and Vikings-Broncos SuperBore will
occur at the end of the world.

And one Rockie will finish in the top 10 of an offensive catagory this 
year.

And no Rockie starter will have an ERA below 3.50.

And the Rangers fade will not begin until...August. They'll give way
to the Angels. But still challenge to the end.

Really. Not making any of this up. If I am, may God strike me down *ZZZZZZT*

",9,rec.sport.baseball,en
"





If I remember correctly (Which is always in doubt), Horner's signing
with the Braves was contingent on starting in Atlanta.  I think
he could have gone back to Arizona St. for one more year if he hadn't
signed.  Anyhow, the Braves did try to send him to Richmond once;
it lead to a week-long walkout.  Methinks Horner had no work ethic
before he was drafted, and minor league play wouldn't have helped.
But his raw talent would have gotten him into the ML, and it did
keep him there for a while, until he started falling on his wrists.

",9,rec.sport.baseball,en
": >                         MVP           Biggest       Biggest
: >                                       Suprise       Disappointment
: 
: >Los Angeles Kings       Robitaille     Donnelly      Hrudey
: 
: 
: I would have chosen Alex Zhitnik for biggest suprise.  They
: did expect that he would become a great defenseman, but I don't
: think anyone knew that he was going to be this impressive in his 
: rookie year.  His speed, skating ability, and puck control is
: exceptional -- he is the one to watch on the Kings.
: 

I agree, with Marty McSorely and Warren Rychel running a close second and 
third. I am surprised more people have not noted Knickle as the biggest
surprise, even though I personally do not really rate him well. The biggest 
disappointment has to be Carson. Though this is really unfair, since too much 
was expected of him. The second biggest disappointment is Melrose, with his 
adolescent handling of the goaltending problems. Putting Hrudey on the bench 
for a month is just stupid. It did not contribute to the team coming out of 
its slump. MVP is surely Robitaille.",10,rec.sport.hockey,en
"
Since everybody wants to see Pittsburgh players not playing, the
Stanley cup would be devaluated.

-- 
_____________________________________________________

  Iskander AYARI",10,rec.sport.hockey,en
"	Ah, so now we're into European player bashing?  What next?  
No more French Canadiens?  Yeah, there's an idea!  Let them French-
speaking Canadiens have their own hockey league!  We don't want them!
	Are you _CRAZY_?  The NHL is one of the true international
leagues, and yes, there _ARE_ many Europeans who deserve to play in
the NHL and are better than some North Americans, look at Teemu!!!
I, for one, am glad to see Europeans in the NHL and I hope the
NHL soon expands to Europe.  Its nice to see all these different
people come together to form the (soon to be) 26 hockey teams.
	

Darryl Brooks                    University at Buffalo
                __                 ______                        ///
       | |     /  \  \ \     / /  / _____          / /         ////
       | |    / /\ \  \ \___/ /  (  \          ---/-/---       ///
       | |   / /__\ \   \   /      \  \       ---/-/---       ///
 \______/  / /      \ \  | |     ______/                  ///////",10,rec.sport.hockey,en
